stationId,datum,TimeUTC,TideHT,Flag.Inferred,Flag.Flat.Tol,Flag.Rate.Tol,Flag.Temp.Tol
9413450,MLLW,2009-01-01 02:36:00,-0.057,0,0,0,0
9413450,MLLW,2009-01-01 02:42:00,-0.085,0,0,0,0
9413450,MLLW,2009-01-01 02:48:00,-0.08,0,0,0,0
9413450,MLLW,2009-01-01 02:54:00,-0.076,0,0,0,0
9413450,MLLW,2009-01-01 03:00:00,-0.072,0,0,0,0
9413450,MLLW,2009-01-01 03:06:00,-0.093,0,0,0,0
9413450,MLLW,2009-01-01 03:12:00,-0.097,0,0,0,0
9413450,MLLW,2009-01-01 03:18:00,-0.103,0,0,0,0
9413450,MLLW,2009-01-01 03:24:00,-0.092,0,0,0,0
9413450,MLLW,2009-01-01 03:30:00,-0.055,0,0,0,0
9413450,MLLW,2009-01-01 03:36:00,-0.038,0,0,0,0
9413450,MLLW,2009-01-01 03:42:00,-0.071,0,0,0,0
9413450,MLLW,2009-01-01 03:48:00,-0.076,0,0,0,0
9413450,MLLW,2009-01-01 03:54:00,-0.05,0,0,0,0
9413450,MLLW,2009-01-01 04:00:00,-0.027,0,0,0,0
9413450,MLLW,2009-01-01 04:06:00,0.006,0,0,0,0
9413450,MLLW,2009-01-01 04:12:00,0.013,0,0,0,0
9413450,MLLW,2009-01-01 04:18:00,0.019,0,0,0,0
9413450,MLLW,2009-01-01 04:24:00,0.022,0,0,0,0
9413450,MLLW,2009-01-01 04:30:00,0.063,0,0,0,0
9413450,MLLW,2009-01-01 04:36:00,0.082,0,0,0,0
9413450,MLLW,2009-01-01 04:42:00,0.094,0,0,0,0
9413450,MLLW,2009-01-01 04:48:00,0.113,0,0,0,0
9413450,MLLW,2009-01-01 04:54:00,0.134,0,0,0,0
9413450,MLLW,2009-01-01 05:00:00,0.164,0,0,0,0
9413450,MLLW,2009-01-01 05:06:00,0.197,0,0,0,0
9413450,MLLW,2009-01-01 05:12:00,0.188,0,0,0,0
9413450,MLLW,2009-01-01 05:18:00,0.219,0,0,0,0
9413450,MLLW,2009-01-01 05:24:00,0.256,0,0,0,0
9413450,MLLW,2009-01-01 05:30:00,0.288,0,0,0,0
9413450,MLLW,2009-01-01 05:36:00,0.284,0,0,0,0
9413450,MLLW,2009-01-01 05:42:00,0.341,0,0,0,0
9413450,MLLW,2009-01-01 05:48:00,0.355,0,0,0,0
9413450,MLLW,2009-01-01 05:54:00,0.384,0,0,0,0
9413450,MLLW,2009-01-01 06:00:00,0.433,0,0,0,0
9413450,MLLW,2009-01-01 06:06:00,0.433,0,0,0,0
9413450,MLLW,2009-01-01 06:12:00,0.481,0,0,0,0
9413450,MLLW,2009-01-01 06:18:00,0.504,0,0,0,0
9413450,MLLW,2009-01-01 06:24:00,0.524,0,0,0,0
9413450,MLLW,2009-01-01 06:30:00,0.546,0,0,0,0
9413450,MLLW,2009-01-01 06:36:00,0.594,0,0,0,0
9413450,MLLW,2009-01-01 06:42:00,0.598,0,0,0,0
9413450,MLLW,2009-01-01 06:48:00,0.654,0,0,0,0
9413450,MLLW,2009-01-01 06:54:00,0.672,0,0,0,0
9413450,MLLW,2009-01-01 07:00:00,0.7,0,0,0,0
9413450,MLLW,2009-01-01 07:06:00,0.725,0,0,0,0
9413450,MLLW,2009-01-01 07:12:00,0.797,0,0,0,0
9413450,MLLW,2009-01-01 07:18:00,0.77,0,0,0,0
9413450,MLLW,2009-01-01 07:24:00,0.785,0,0,0,0
9413450,MLLW,2009-01-01 07:30:00,0.813,0,0,0,0
9413450,MLLW,2009-01-01 07:36:00,0.87,0,0,0,0
9413450,MLLW,2009-01-01 07:42:00,0.873,0,0,0,0
9413450,MLLW,2009-01-01 07:48:00,0.899,0,0,0,0
9413450,MLLW,2009-01-01 07:54:00,0.923,0,0,0,0
9413450,MLLW,2009-01-01 08:00:00,0.923,0,0,0,0
9413450,MLLW,2009-01-01 08:06:00,0.942,0,0,0,0
9413450,MLLW,2009-01-01 08:12:00,1.023,0,0,0,0
9413450,MLLW,2009-01-01 08:18:00,0.981,0,0,0,0
9413450,MLLW,2009-01-01 08:24:00,1.028,0,0,0,0
9413450,MLLW,2009-01-01 08:30:00,1.03,0,0,0,0
9413450,MLLW,2009-01-01 08:36:00,1.033,0,0,0,0
9413450,MLLW,2009-01-01 08:42:00,1.074,0,0,0,0
9413450,MLLW,2009-01-01 08:48:00,1.075,0,0,0,0
9413450,MLLW,2009-01-01 08:54:00,1.085,0,0,0,0
9413450,MLLW,2009-01-01 09:00:00,1.11,0,0,0,0
9413450,MLLW,2009-01-01 09:06:00,1.127,0,0,0,0
9413450,MLLW,2009-01-01 09:12:00,1.107,0,0,0,0
9413450,MLLW,2009-01-01 09:18:00,1.122,0,0,0,0
9413450,MLLW,2009-01-01 09:24:00,1.14,0,0,0,0
9413450,MLLW,2009-01-01 09:30:00,1.155,0,0,0,0
9413450,MLLW,2009-01-01 09:36:00,1.166,0,0,0,0
9413450,MLLW,2009-01-01 09:42:00,1.153,0,0,0,0
9413450,MLLW,2009-01-01 09:48:00,1.154,0,0,0,0
9413450,MLLW,2009-01-01 09:54:00,1.174,0,0,0,0
9413450,MLLW,2009-01-01 10:00:00,1.18,0,0,0,0
9413450,MLLW,2009-01-01 10:06:00,1.169,0,0,0,0
9413450,MLLW,2009-01-01 10:12:00,1.135,0,0,0,0
9413450,MLLW,2009-01-01 10:18:00,1.166,0,0,0,0
9413450,MLLW,2009-01-01 10:24:00,1.135,0,0,0,0
9413450,MLLW,2009-01-01 10:30:00,1.151,0,0,0,0
9413450,MLLW,2009-01-01 10:36:00,1.165,0,0,0,0
9413450,MLLW,2009-01-01 10:42:00,1.144,0,0,0,0
9413450,MLLW,2009-01-01 10:48:00,1.139,0,0,0,0
9413450,MLLW,2009-01-01 10:54:00,1.134,0,0,0,0
9413450,MLLW,2009-01-01 11:00:00,1.122,0,0,0,0
9413450,MLLW,2009-01-01 11:06:00,1.107,0,0,0,0
9413450,MLLW,2009-01-01 11:12:00,1.107,0,0,0,0
9413450,MLLW,2009-01-01 11:18:00,1.096,0,0,0,0
9413450,MLLW,2009-01-01 11:24:00,1.067,0,0,0,0
9413450,MLLW,2009-01-01 11:30:00,1.082,0,0,0,0
9413450,MLLW,2009-01-01 11:36:00,1.053,0,0,0,0
9413450,MLLW,2009-01-01 11:42:00,1.082,0,0,0,0
9413450,MLLW,2009-01-01 11:48:00,1.074,0,0,0,0
9413450,MLLW,2009-01-01 11:54:00,1.056,0,0,0,0
9413450,MLLW,2009-01-01 12:00:00,1.026,0,0,0,0
9413450,MLLW,2009-01-01 12:06:00,1.021,0,0,0,0
9413450,MLLW,2009-01-01 12:12:00,1.009,0,0,0,0
9413450,MLLW,2009-01-01 12:18:00,1.006,0,0,0,0
9413450,MLLW,2009-01-01 12:24:00,1.001,0,0,0,0
9413450,MLLW,2009-01-01 12:30:00,0.974,0,0,0,0
9413450,MLLW,2009-01-01 12:36:00,0.946,0,0,0,0
9413450,MLLW,2009-01-01 12:42:00,0.942,0,0,0,0
9413450,MLLW,2009-01-01 12:48:00,0.935,0,0,0,0
9413450,MLLW,2009-01-01 12:54:00,0.935,0,0,0,0
9413450,MLLW,2009-01-01 13:00:00,0.944,0,0,0,0
9413450,MLLW,2009-01-01 13:06:00,0.902,0,0,0,0
9413450,MLLW,2009-01-01 13:12:00,0.881,0,0,0,0
9413450,MLLW,2009-01-01 13:18:00,0.857,0,0,0,0
9413450,MLLW,2009-01-01 13:24:00,0.863,0,0,0,0
9413450,MLLW,2009-01-01 13:30:00,0.89,0,0,0,0
9413450,MLLW,2009-01-01 13:36:00,0.852,0,0,0,0
9413450,MLLW,2009-01-01 13:42:00,0.845,0,0,0,0
9413450,MLLW,2009-01-01 13:48:00,0.807,0,0,0,0
9413450,MLLW,2009-01-01 13:54:00,0.822,0,0,0,0
9413450,MLLW,2009-01-01 14:00:00,0.832,0,0,0,0
9413450,MLLW,2009-01-01 14:06:00,0.81,0,0,0,0
9413450,MLLW,2009-01-01 14:12:00,0.802,0,0,0,0
9413450,MLLW,2009-01-01 14:18:00,0.791,0,0,0,0
9413450,MLLW,2009-01-01 14:24:00,0.781,0,0,0,0
9413450,MLLW,2009-01-01 14:30:00,0.769,0,0,0,0
9413450,MLLW,2009-01-01 14:36:00,0.795,0,0,0,0
9413450,MLLW,2009-01-01 14:42:00,0.774,0,0,0,0
9413450,MLLW,2009-01-01 14:48:00,0.786,0,0,0,0
9413450,MLLW,2009-01-01 14:54:00,0.79,0,0,0,0
9413450,MLLW,2009-01-01 15:00:00,0.772,0,0,0,0
9413450,MLLW,2009-01-01 15:06:00,0.746,0,0,0,0
9413450,MLLW,2009-01-01 15:12:00,0.772,0,0,0,0
9413450,MLLW,2009-01-01 15:18:00,0.792,0,0,0,0
9413450,MLLW,2009-01-01 15:24:00,0.792,0,0,0,0
9413450,MLLW,2009-01-01 15:30:00,0.774,0,0,0,0
9413450,MLLW,2009-01-01 15:36:00,0.749,0,0,0,0
9413450,MLLW,2009-01-01 15:42:00,0.791,0,0,0,0
9413450,MLLW,2009-01-01 15:48:00,0.803,0,0,0,0
9413450,MLLW,2009-01-01 15:54:00,0.799,0,0,0,0
9413450,MLLW,2009-01-01 16:00:00,0.817,0,0,0,0
9413450,MLLW,2009-01-01 16:06:00,0.805,0,0,0,0
